tag,question_principale,questions_alternatives,reponse_courte,reponse_longue,categorie,mots_cles,priorite,tags_associes
interpretation_resultats_2_accreditation,L'essai « INTERPRÉTATION DES RÉSULTATS (CÉRAMIQUE ET VERRE) » est-il accrédité ?,accréditation de l'essai interprétation des résultats (céramique et verre) | cet essai est-il couvert par l'accréditation ? | portée d'accréditation pour interprétation des résultats (céramique et verre) | interprétation des résultats (céramique et verre) accrédité,"Non, l'essai « INTERPRÉTATION DES RÉSULTATS (CÉRAMIQUE ET VERRE) » n'est pas accrédité.",L'essai « INTERPRÉTATION DES RÉSULTATS (CÉRAMIQUE ET VERRE) » est proposé par le laboratoire mais ne fait pas partie de sa portée d'accréditation actuelle.,Céramique et verre,"interpretation, resultats, céramique, carreaux, verre",Basse,"interpretation_resultats_2_norme, interpretation_resultats_2_delai"
essai_matieres_premieres_pour_refractaires_norme,Selon quelle norme réalisez-vous l'essai « ESSAI SUR MATIÈRES PREMIÈRES POUR RÉFRACTAIRES » ?,norme essai sur matières premières pour réfractaires | référence normative de l'essai essai sur matières premières pour réfractaires | quelle norme utilisez-vous pour cet essai ? | essai sur matières premières pour réfractaires norme applicable,L'essai « ESSAI SUR MATIÈRES PREMIÈRES POUR RÉFRACTAIRES » est réalisé selon **Normes en vigueur**.,Le laboratoire réalise l'essai « ESSAI SUR MATIÈRES PREMIÈRES POUR RÉFRACTAIRES » selon **Normes en vigueur**.,Céramique et verre,"essai, matieres, premieres, refractaires, céramique, carreaux, verre",Moyenne,"essai_matieres_premieres_pour_refractaires_delai, essai_matieres_premieres_pour_refractaires_accreditation"
essai_matieres_premieres_pour_refractaires_delai,Quel est le délai de réalisation de l'essai « ESSAI SUR MATIÈRES PREMIÈRES POUR RÉFRACTAIRES » ?,délai de l'essai essai sur matières premières pour réfractaires | combien de temps prend l'essai essai sur matières premières pour réfractaires ? | quand aurai-je les résultats pour essai sur matières premières pour réfractaires | temps de traitement essai sur matières premières pour réfractaires,Le délai de réalisation de l'essai « ESSAI SUR MATIÈRES PREMIÈRES POUR RÉFRACTAIRES » est de **30 jours**.,Le laboratoire réalise l'essai « ESSAI SUR MATIÈRES PREMIÈRES POUR RÉFRACTAIRES » dans un délai de **30 jours** à compter de la réception de l'échantillon.,Céramique et verre,"essai, matieres, premieres, refractaires, céramique, carreaux, verre",Moyenne,"essai_matieres_premieres_pour_refractaires_norme, essai_matieres_premieres_pour_refractaires_accreditation"
essai_matieres_premieres_pour_refractaires_accreditation,L'essai « ESSAI SUR MATIÈRES PREMIÈRES POUR RÉFRACTAIRES » est-il accrédité ?,accréditation de l'essai essai sur matières premières pour réfractaires | cet essai est-il couvert par l'accréditation ? | portée d'accréditation pour essai sur matières premières pour réfractaires | essai sur matières premières pour réfractaires accrédité,"Non, l'essai « ESSAI SUR MATIÈRES PREMIÈRES POUR RÉFRACTAIRES » n'est pas accrédité.",L'essai « ESSAI SUR MATIÈRES PREMIÈRES POUR RÉFRACTAIRES » est proposé par le laboratoire mais ne fait pas partie de sa portée d'accréditation actuelle.,Céramique et verre,"essai, matieres, premieres, refractaires, céramique, carreaux, verre",Moyenne,"essai_matieres_premieres_pour_refractaires_norme, essai_matieres_premieres_pour_refractaires_delai"
resistance_compression_norme,Selon quelle norme réalisez-vous l'essai « RÉSISTANCE À LA COMPRESSION » ?,norme résistance à la compression | référence normative de l'essai résistance à la compression | quelle norme utilisez-vous pour cet essai ? | résistance à la compression norme applicable,L'essai « RÉSISTANCE À LA COMPRESSION » est réalisé selon **NF EN 1926**.,Le laboratoire réalise l'essai « RÉSISTANCE À LA COMPRESSION » selon **NF EN 1926**.,Céramique et verre,"resistance, compression, céramique, carreaux, verre",Moyenne,"resistance_compression_delai, resistance_compression_accreditation"
resistance_compression_delai,Quel est le délai de réalisation de l'essai « RÉSISTANCE À LA COMPRESSION » ?,délai de l'essai résistance à la compression | combien de temps prend l'essai résistance à la compression ? | quand aurai-je les résultats pour résistance à la compression | temps de traitement résistance à la compression,Le délai de réalisation de l'essai « RÉSISTANCE À LA COMPRESSION » est de **6 jours**.,Le laboratoire réalise l'essai « RÉSISTANCE À LA COMPRESSION » dans un délai de **6 jours** à compter de la réception de l'échantillon.,Céramique et verre,"resistance, compression, céramique, carreaux, verre",Moyenne,"resistance_compression_norme, resistance_compression_accreditation"
resistance_compression_accreditation,L'essai « RÉSISTANCE À LA COMPRESSION » est-il accrédité ?,accréditation de l'essai résistance à la compression | cet essai est-il couvert par l'accréditation ? | portée d'accréditation pour résistance à la compression | résistance à la compression accrédité,"Non, l'essai « RÉSISTANCE À LA COMPRESSION » n'est pas accrédité.",L'essai « RÉSISTANCE À LA COMPRESSION » est proposé par le laboratoire mais ne fait pas partie de sa portée d'accréditation actuelle.,Céramique et verre,"resistance, compression, céramique, carreaux, verre",Moyenne,"resistance_compression_norme, resistance_compression_delai"
essai_cuisson_2_norme,Selon quelle norme réalisez-vous l'essai « ESSAI DE CUISSON » ?,norme essai de cuisson | référence normative de l'essai essai de cuisson | quelle norme utilisez-vous pour cet essai ? | essai de cuisson norme applicable,L'essai « ESSAI DE CUISSON » est réalisé selon **Mode opératoire**.,Le laboratoire réalise l'essai « ESSAI DE CUISSON » selon **Mode opératoire**.,Céramique et verre,"essai, cuisson, céramique, carreaux, verre",Moyenne,"essai_cuisson_2_delai, essai_cuisson_2_accreditation"
essai_cuisson_2_delai,Quel est le délai de réalisation de l'essai « ESSAI DE CUISSON » ?,délai de l'essai essai de cuisson | combien de temps prend l'essai essai de cuisson ? | quand aurai-je les résultats pour essai de cuisson | temps de traitement essai de cuisson,Le délai de réalisation de l'essai « ESSAI DE CUISSON » est de **7 jours**.,Le laboratoire réalise l'essai « ESSAI DE CUISSON » dans un délai de **7 jours** à compter de la réception de l'échantillon.,Céramique et verre,"essai, cuisson, céramique, carreaux, verre",Moyenne,"essai_cuisson_2_norme, essai_cuisson_2_accreditation"
essai_cuisson_2_accreditation,L'essai « ESSAI DE CUISSON » est-il accrédité ?,accréditation de l'essai essai de cuisson | cet essai est-il couvert par l'accréditation ? | portée d'accréditation pour essai de cuisson | essai de cuisson accrédité,"Non, l'essai « ESSAI DE CUISSON » n'est pas accrédité.",L'essai « ESSAI DE CUISSON » est proposé par le laboratoire mais ne fait pas partie de sa portée d'accréditation actuelle.,Céramique et verre,"essai, cuisson, céramique, carreaux, verre",Moyenne,"essai_cuisson_2_norme, essai_cuisson_2_delai"
essai_abrasion_profonde_norme,Selon quelle norme réalisez-vous l'essai « ESSAI D'ABRASION PROFONDE » ?,norme essai d'abrasion profonde | référence normative de l'essai essai d'abrasion profonde | quelle norme utilisez-vous pour cet essai ? | essai d'abrasion profonde norme applicable,L'essai « ESSAI D'ABRASION PROFONDE » est réalisé selon **ISO 10545-6**.,Le laboratoire réalise l'essai « ESSAI D'ABRASION PROFONDE » selon **ISO 10545-6**.,Céramique et verre,"essai, abrasion, profonde, céramique, carreaux, verre",Moyenne,"essai_abrasion_profonde_delai, essai_abrasion_profonde_accreditation"
essai_abrasion_profonde_delai,Quel est le délai de réalisation de l'essai « ESSAI D'ABRASION PROFONDE » ?,délai de l'essai essai d'abrasion profonde | combien de temps prend l'essai essai d'abrasion profonde ? | quand aurai-je les résultats pour essai d'abrasion profonde | temps de traitement essai d'abrasion profonde,Le délai de réalisation de l'essai « ESSAI D'ABRASION PROFONDE » est de **8 jours**.,Le laboratoire réalise l'essai « ESSAI D'ABRASION PROFONDE » dans un délai de **8 jours** à compter de la réception de l'échantillon.,Céramique et verre,"essai, abrasion, profonde, céramique, carreaux, verre",Moyenne,"essai_abrasion_profonde_norme, essai_abrasion_profonde_accreditation"
essai_abrasion_profonde_accreditation,L'essai « ESSAI D'ABRASION PROFONDE » est-il accrédité ?,accréditation de l'essai essai d'abrasion profonde | cet essai est-il couvert par l'accréditation ? | portée d'accréditation pour essai d'abrasion profonde | essai d'abrasion profonde accrédité,"Non, l'essai « ESSAI D'ABRASION PROFONDE » n'est pas accrédité.",L'essai « ESSAI D'ABRASION PROFONDE » est proposé par le laboratoire mais ne fait pas partie de sa portée d'accréditation actuelle.,Céramique et verre,"essai, abrasion, profonde, céramique, carreaux, verre",Moyenne,"essai_abrasion_profonde_norme, essai_abrasion_profonde_delai"
durete_norme,Selon quelle norme réalisez-vous l'essai « DURETÉ (ÉCHELLE DE MOHS) » ?,norme dureté (échelle de mohs) | référence normative de l'essai dureté (échelle de mohs) | quelle norme utilisez-vous pour cet essai ? | dureté (échelle de mohs) norme applicable,L'essai « DURETÉ (ÉCHELLE DE MOHS) » est réalisé selon **Mode opératoire**.,Le laboratoire réalise l'essai « DURETÉ (ÉCHELLE DE MOHS) » selon **Mode opératoire**.,Céramique et verre,"durete, céramique, carreaux, verre",Moyenne,"durete_delai, durete_accreditation"
durete_delai,Quel est le délai de réalisation de l'essai « DURETÉ (ÉCHELLE DE MOHS) » ?,délai de l'essai dureté (échelle de mohs) | combien de temps prend l'essai dureté (échelle de mohs) ? | quand aurai-je les résultats pour dureté (échelle de mohs) | temps de traitement dureté (échelle de mohs),Le délai de réalisation de l'essai « DURETÉ (ÉCHELLE DE MOHS) » est de **5 jours**.,Le laboratoire réalise l'essai « DURETÉ (ÉCHELLE DE MOHS) » dans un délai de **5 jours** à compter de la réception de l'échantillon.,Céramique et verre,"durete, céramique, carreaux, verre",Moyenne,"durete_norme, durete_accreditation"
durete_accreditation,L'essai « DURETÉ (ÉCHELLE DE MOHS) » est-il accrédité ?,accréditation de l'essai dureté (échelle de mohs) | cet essai est-il couvert par l'accréditation ? | portée d'accréditation pour dureté (échelle de mohs) | dureté (échelle de mohs) accrédité,"Non, l'essai « DURETÉ (ÉCHELLE DE MOHS) » n'est pas accrédité.",L'essai « DURETÉ (ÉCHELLE DE MOHS) » est proposé par le laboratoire mais ne fait pas partie de sa portée d'accréditation actuelle.,Céramique et verre,"durete, céramique, carreaux, verre",Moyenne,"durete_norme, durete_delai"
perte_acide_20_norme,Selon quelle norme réalisez-vous l'essai « PERTE À L'ACIDE À 20 % » ?,norme perte à l'acide à 20 % | référence normative de l'essai perte à l'acide à 20 % | quelle norme utilisez-vous pour cet essai ? | perte à l'acide à 20 % norme applicable,L'essai « PERTE À L'ACIDE À 20 % » est réalisé selon **Mode opératoire**.,Le laboratoire réalise l'essai « PERTE À L'ACIDE À 20 % » selon **Mode opératoire**.,Céramique et verre,"perte, acide, céramique, carreaux, verre",Moyenne,"perte_acide_20_delai, perte_acide_20_accreditation"
perte_acide_20_delai,Quel est le délai de réalisation de l'essai « PERTE À L'ACIDE À 20 % » ?,délai de l'essai perte à l'acide à 20 % | combien de temps prend l'essai perte à l'acide à 20 % ? | quand aurai-je les résultats pour perte à l'acide à 20 % | temps de traitement perte à l'acide à 20 %,Le délai de réalisation de l'essai « PERTE À L'ACIDE À 20 % » est de **25 jours**.,Le laboratoire réalise l'essai « PERTE À L'ACIDE À 20 % » dans un délai de **25 jours** à compter de la réception de l'échantillon.,Céramique et verre,"perte, acide, céramique, carreaux, verre",Moyenne,"perte_acide_20_norme, perte_acide_20_accreditation"
perte_acide_20_accreditation,L'essai « PERTE À L'ACIDE À 20 % » est-il accrédité ?,accréditation de l'essai perte à l'acide à 20 % | cet essai est-il couvert par l'accréditation ? | portée d'accréditation pour perte à l'acide à 20 % | perte à l'acide à 20 % accrédité,"Non, l'essai « PERTE À L'ACIDE À 20 % » n'est pas accrédité.",L'essai « PERTE À L'ACIDE À 20 % » est proposé par le laboratoire mais ne fait pas partie de sa portée d'accréditation actuelle.,Céramique et verre,"perte, acide, céramique, carreaux, verre",Moyenne,"perte_acide_20_norme, perte_acide_20_delai"
controle_qualite_carreaux_sol_norme,"Selon quelle norme réalisez-vous l'essai « CONTRÔLE DE QUALITÉ SUR CARREAUX DE SOL (C. GRANITO, MONOCOUCHE, DALLE DE SOL, COMPACTO, ETC.) » ?","norme contrôle de qualité sur carreaux de sol (c. granito, monocouche, dalle de sol, compacto, etc.) | référence normative de l'essai contrôle de qualité sur carreaux de sol (c. granito, monocouche, dalle de sol, compacto, etc.) | quelle norme utilisez-vous pour cet essai ? | contrôle de qualité sur carreaux de sol (c. granito, monocouche, dalle de sol, compacto, etc.) norme applicable","L'essai « CONTRÔLE DE QUALITÉ SUR CARREAUX DE SOL (C. GRANITO, MONOCOUCHE, DALLE DE SOL, COMPACTO, ETC.) » est réalisé selon **Normes en vigueur**.","Le laboratoire réalise l'essai « CONTRÔLE DE QUALITÉ SUR CARREAUX DE SOL (C. GRANITO, MONOCOUCHE, DALLE DE SOL, COMPACTO, ETC.) » selon **Normes en vigueur**.",Céramique et verre,"controle, qualite, carreaux, sol, céramique, verre",Moyenne,"controle_qualite_carreaux_sol_delai, controle_qualite_carreaux_sol_accreditation"
controle_qualite_carreaux_sol_delai,"Quel est le délai de réalisation de l'essai « CONTRÔLE DE QUALITÉ SUR CARREAUX DE SOL (C. GRANITO, MONOCOUCHE, DALLE DE SOL, COMPACTO, ETC.) » ?","délai de l'essai contrôle de qualité sur carreaux de sol (c. granito, monocouche, dalle de sol, compacto, etc.) | combien de temps prend l'essai contrôle de qualité sur carreaux de sol (c. granito, monocouche, dalle de sol, compacto, etc.) ? | quand aurai-je les résultats pour contrôle de qualité sur carreaux de sol (c. granito, monocouche, dalle de sol, compacto, etc.) | temps de traitement contrôle de qualité sur carreaux de sol (c. granito, monocouche, dalle de sol, compacto, etc.)","Le délai de réalisation de l'essai « CONTRÔLE DE QUALITÉ SUR CARREAUX DE SOL (C. GRANITO, MONOCOUCHE, DALLE DE SOL, COMPACTO, ETC.) » est de **15 jours**.","Le laboratoire réalise l'essai « CONTRÔLE DE QUALITÉ SUR CARREAUX DE SOL (C. GRANITO, MONOCOUCHE, DALLE DE SOL, COMPACTO, ETC.) » dans un délai de **15 jours** à compter de la réception de l'échantillon.",Céramique et verre,"controle, qualite, carreaux, sol, céramique, verre",Moyenne,"controle_qualite_carreaux_sol_norme, controle_qualite_carreaux_sol_accreditation"
controle_qualite_carreaux_sol_accreditation,"L'essai « CONTRÔLE DE QUALITÉ SUR CARREAUX DE SOL (C. GRANITO, MONOCOUCHE, DALLE DE SOL, COMPACTO, ETC.) » est-il accrédité ?","accréditation de l'essai contrôle de qualité sur carreaux de sol (c. granito, monocouche, dalle de sol, compacto, etc.) | cet essai est-il couvert par l'accréditation ? | portée d'accréditation pour contrôle de qualité sur carreaux de sol (c. granito, monocouche, dalle de sol, compacto, etc.) | contrôle de qualité sur carreaux de sol (c. granito, monocouche, dalle de sol, compacto, etc.) accrédité","Non, l'essai « CONTRÔLE DE QUALITÉ SUR CARREAUX DE SOL (C. GRANITO, MONOCOUCHE, DALLE DE SOL, COMPACTO, ETC.) » n'est pas accrédité.","L'essai « CONTRÔLE DE QUALITÉ SUR CARREAUX DE SOL (C. GRANITO, MONOCOUCHE, DALLE DE SOL, COMPACTO, ETC.) » est proposé par le laboratoire mais ne fait pas partie de sa portée d'accréditation actuelle.",Céramique et verre,"controle, qualite, carreaux, sol, céramique, verre",Moyenne,"controle_qualite_carreaux_sol_norme, controle_qualite_carreaux_sol_delai"
